ngram	global_tfidf_sum
چنانچه مشتری فاقد	0.562198
متقاضی شماره حساب	0.562141
گزارش مجوز بازپرداخت	0.562136
ارزی مبلغ	0.562114
شماره ردیف تاریخ	0.562092
mm dd	0.562088
گردیده دریافت طریق	0.562038
مورخه	0.562031
صرفا نام	0.562021
بانکی ملت	0.562017
بانکی ملت چکاوک	0.562017
تسویه چکهای	0.562017
تسویه چکهای بانکی	0.562017
ملت چکاوک	0.562017
ملت چکاوک پیغام	0.562017
پردازش تسویه چکهای	0.562017
چکهای بانکی ملت	0.562017
نماینده قانونی حساب	0.562013
وضعیت تکلیف بازدید	0.562000
خطا شرکت	0.561976
شرکت بهسازان ملت	0.561955
تخصیص رمز انجام	0.561944
زمان واریز	0.561915
بدین معنی پردازش	0.561873
معنی پردازش	0.561873
تفضیلی مبلغ	0.561857
معین تفضیلی مبلغ	0.561857
اعتباری طرح	0.561786
مذکور مطابق	0.561783
حقیقی افتتاح	0.561775
خام شعب	0.561771
خام شعب طریق	0.561771
خطای کد بابت	0.561731
پرونده نمایش جهت	0.561710
اسناد پردازش مشخصات	0.561669
ارزش اسمی سند	0.561656
اسمی سند	0.561656
مهیا	0.561646
پیامک صورت	0.561603
برگشتی بررسی صورتیکه	0.561573
حساب مسدود قابلیت	0.561560
بدهی مشتری احتساب	0.561555
مشتری احتساب	0.561555
مشتری احتساب تسهیلات	0.561555
x کاربر مجاز	0.561526
حساب x کاربر	0.561526
انتقال امتیاز نمایش	0.561521
آخر چاپ	0.561472
گزارشات سامانه mis	0.561465
مشتری کارگزاری اقدام	0.561454
کارگزاری اقدام	0.561454
رمز پویا طریق	0.561414
پویا طریق	0.561414
خزانه اضافه	0.561410
مانده خزانه اضافه	0.561410
جامع بازاریابی	0.561395
سامانه جامع بازاریابی	0.561395
تمدید نمایش جهت	0.561391
سامانه نما nama	0.561375
شماره دریافت درخواست	0.561372
خطای مبلغ هدیه	0.561365
صورتی مشتری بدهی	0.561318
هستید دریافت جهت	0.561287
کارت وضعیت شارژ	0.561276
ضمانتنامه سیستم	0.561263
گزارشات پیغام	0.561181
گزارشات پیغام خطای	0.561181
چاپ نهایی	0.561059
صورتیکه پاسخ مکنا	0.561010
داخلی بانکی صورت	0.560995
مبلغی سقف	0.560980
استفاده سری سریال	0.560964
خطا رد	0.560939
ارتباط دریافت جهت	0.560939
معرفی مشتری	0.560911
دریافت گزارش قرارداد	0.560827
جهت عودت	0.560797
دهی صورت بررسی	0.560786
اصلاح انتقال کد	0.560781
بانک وضعیت چک	0.560768
وضعیت قرارداد پیغام	0.560762
شماره حساب ملت	0.560736
دریافت پردازش ابطال	0.560720
حساب مبلغ جهت	0.560697
گیرنده جهت بررسی	0.560689
دریافت نمود جهت	0.560661
اعزام حج	0.560498
نداشت جهت	0.560470
نداشت جهت بررسی	0.560470
برگشت تسویه کارت	0.560469
تسویه کارت اعتباری	0.560469
مشتری فاقد چک	0.560457
خطای حساب واریز	0.560428
اعتبار توجه	0.560427
مانده اعتبار توجه	0.560427
دریافت ارائه	0.560345
گشاینده صورتیکه	0.560339
منظم گزارش	0.560284
مکانیزه منظم گزارش	0.560284
جاب شبانگاهی برگشت	0.560253
شبانگاهی برگشت	0.560253
استفاده پردازش دریافت	0.560246
اقساط نمایش پردازش	0.560245
وضعیت انتظار نمایش	0.560244
اشتباه اطلاعات	0.560222
برداشت مسدودی	0.560187
واریز برداشت مسدودی	0.560187
تاریخ تاسیس	0.560171
تاریخ تاریخ ردیف	0.560151
کارت مشتری صادر	0.560129
برگشت شماره	0.560118
اختیارات پردازش	0.560087
گزارش مطالبات سررسید	0.560075
نمایش مجدد	0.560053
صورتی قرارداد جهت	0.560040
خروجی پردازش صورت	0.560017
گزارشی استفاده	0.560012
IT BM	0.560006
اشتراکی عنوان	0.559974
وضعیت چک وضعیت	0.559971
قسمت ارتباط	0.559940
ممیزی تایید	0.559886
رهگیری تایید	0.559880
کد رهگیری تایید	0.559880
مطالبات معوق	0.559864
شارژ خودپرداز روز	0.559863
ابهامات	0.559862
مشخصات پروفرما ثبت	0.559782
پروفرما ثبت	0.559782
کلیه عملیات	0.559759
تصویب پیشنهاد واحد	0.559705
رفع نمایش درخواست	0.559691
نمایش درخواست کاربر	0.559691
مجدد پردازش پیشنهاد	0.559621
دولت صرفا	0.559613
تاریخ قرارداد	0.559601
بابت رفع انسداد	0.559557
صورتی خطا دریافت	0.559546
سری شماره شناسه	0.559544
شماره شناسه صیاد	0.559544
مانده کاربر کد	0.559524
شعبه سامانه بک	0.559520
شماره پاسخ	0.559512
branch پشتیبانی	0.559504
سامانه branch پشتیبانی	0.559504
پردازش تحویل ملت	0.559489
وجه خطای	0.559469
وجه خطای شماره	0.559469
حساب سامانه سیاح	0.559468
عبارت دلخواه	0.559437
مشخصات نماینده	0.559390
مصوبات صادر	0.559383
گزینه بلی	0.559370
اطلاعات فراخوانی	0.559338
محل مصوبه طریق	0.559324
درخواست تخصیص	0.559324
نمایش پردازش ستاد	0.559307
سود جهت بررسی	0.559280
واریز سود جهت	0.559280
کاربران کد	0.559257
امضا معتبر	0.559216
امضا معتبر دریافت	0.559216
شماره مشتری مانده	0.559205
مشتری کسر گردیده	0.559168
حساب شماره ترمینال	0.559166
نبوده مراجع	0.559159
نبوده مراجع بالاتر	0.559159
خودم	0.559139
حساب شماره دسترسی	0.559109
چک خام اطلاعات	0.559094
ثبت انجام صورت	0.559081
دریافت توکن یکبار	0.559053
قبوض پردازش	0.559049
تکلیف دلیل	0.559030
خطای چک تکلیف	0.559030
چک تکلیف دلیل	0.559030
شناسه دریافت	0.558956
بانکی اصلاح تاریخ	0.558952
کوتاه ارزی جهت	0.558951
reset request time	0.558946
صیاد ثبت چک	0.558943
تجاری دریافت	0.558936
تجاری دریافت جهت	0.558936
چکاوک اصلاح	0.558935
تایید آخر	0.558883
جهت تعریف حساب	0.558859
تفصیلی ماهیت	0.558840
تفصیلی ماهیت سند	0.558840
سرمایه کوتاه ماهه	0.558835
خودپرداز فزونی	0.558812
فزونی خودپرداز فزونی	0.558812
اطلاعات شرح	0.558788
اعطایی الشرکه	0.558765
استعلام مرجع	0.558749
جهت استعلام مرجع	0.558749
مراحل ذیل	0.558706
واحدهای ستادی	0.558689
ستادی اطلاعات صورت	0.558674
اطلاعیه پایان	0.558556
اطلاعیه پایان واگذاری	0.558556
رمزدار پایان	0.558556
رمزدار پایان وضعیت	0.558556
ساعت رمز	0.558556
ساعت رمزدار	0.558556
ساعت رمزدار پایان	0.558556
عادی ساعت رمز	0.558556
عادی ساعت رمزدار	0.558556
مطابق اطلاعیه پایان	0.558556
واگذاری عادی	0.558556
واگذاری عادی ساعت	0.558556
وضعیت عادی ساعت	0.558556
پایان واگذاری عادی	0.558556
پایان وضعیت	0.558556
پایان وضعیت عادی	0.558556
حساب تیک مجوز	0.558540
الکترونیک وضعیت	0.558499
بهادار الکترونیک وضعیت	0.558499
خرید اینترنتی طریق	0.558483
دعوتنامه نمایش	0.558474
شرکت حقوقی	0.558458
دریافت اصلاح اطلاعات	0.558447
صادره بابت	0.558434
صادره بابت تسهیلات	0.558434
گزارش صادره بابت	0.558434
برگشت حذف ابطال	0.558365
بلند صورت	0.558352
اطلاعات مشتری خارجی	0.558327
حضوری بانک	0.558320
واگذار مبلغ	0.558311
شعب تایید	0.558306
بررسی صورتیکه بازپرداخت	0.558260
عودت مبلغ	0.558231
پرداخت بررسی صورت	0.558200
قبلی سوئیچ	0.558189
قبلی سوئیچ قدیم	0.558189
کارت قبلی سوئیچ	0.558189
سامانه پایا	0.558134
بابت عملیات واگذاری	0.558133
عملیات واگذاری چک	0.558133
تاریخ سر	0.558128
خودپرداز نام	0.558127
خودپرداز نام خودپرداز	0.558127
نام خودپرداز	0.558127
نام خودپرداز نمایش	0.558127
حوالجات وارده بررسی	0.558099
درخواست وضعیت هدیه	0.558051
فیلد مبلغ درخواست	0.558042
چک الکترونیک طریق	0.558034
مشتری اعضا	0.558022
بانکداری متمرکز ستاد	0.558008
متمرکز ستاد	0.558008
متمرکز ستاد جام	0.558008
نموده کد	0.557978
کارت فیزیکی	0.557975
شارژ خودپرداز طریق	0.557950
قبض حساب	0.557936
استعلام سیاح استعلام	0.557909
سیاح استعلام	0.557909
میسر صورت دریافت	0.557899
ارز فروش	0.557891
ارز پایه	0.557884
ارز پایه تعرفه	0.557884
پایه تعرفه	0.557884
خزانه مانده	0.557875
زائر	0.557859
مختص	0.557855
خطایی دریافت وضعیت	0.557848
پایان مهلت	0.557839
کاربر میسر	0.557830
دریافت بیمه عمر	0.557822
تعدادی برگشتی	0.557810
مرکز گزارش اسناد	0.557808
ثبت اطلاعات مشتریان	0.557803
برگشتی مشتری حقیقی	0.557798
اصلاح صورتی	0.557780
ثبت ناموفق	0.557769
تخفیف کارمزد لاک	0.557760
ذکر دسترسی	0.557744
مبلغی پردازش	0.557735
بک مشخصات	0.557671
بک مشخصات واحد	0.557671
سامانه بک مشخصات	0.557671
دسترسی کد رهگیری	0.557660
رهگیری دریافت جهت	0.557660
شعبه دسترسی کد	0.557660
dina	0.557634
dina bm	0.557634
dina bm واحد	0.557634
دینا	0.557634
دینا آدرس	0.557634
بررسی صورتیکه اطلاعات	0.557589
انتقال دریافت وضعیت	0.557562
اکثر سامانه	0.557547
بانکی بررسی استرداد	0.557525
بررسی استرداد	0.557525
بررسی استرداد چک	0.557525
کلید گزارش فیلد	0.557498
گزارش فیلد وضعیت	0.557498
دریافت تحویل	0.557464
سیستم کد	0.557457
سیتواسیون خطای	0.557447
سیتواسیون خطای شماره	0.557447
ثبت اطلاعات اخذ	0.557429
عملیات پردازش بروزرسانی	0.557400
واگذاری چکاوک شماره	0.557322
دلیل ثبت پردازش	0.557291
واحد باکس	0.557287
is null	0.557255
is null دریافت	0.557255
حساب تاریخ ثبت	0.557249
اقدام طریق پردازشهای	0.557230
طریق پردازشهای گزارش	0.557230
مبلغ الشرکه شریک	0.557207
اطلاعیه بستن	0.557186
مطابق اطلاعیه بستن	0.557186
ارائه خدمت صدور	0.557150
خدمت صدور	0.557150
خدمت صدور حواله	0.557150
صورتی درخواست تمدید	0.557107
تاریخ فایل معتبر	0.557093
خطای تاریخ فایل	0.557093
Additional settings پایین	0.557074
Numbers گزینه	0.557074
Numbers گزینه Use	0.557074
Tab Numbers گزینه	0.557074
settings پایین	0.557074
settings پایین صفحه	0.557074
انتخاب Tab	0.557074
انتخاب Tab Numbers	0.557074
راست پنجره انتخاب	0.557074
صفحه راست پنجره	0.557074
پنجره انتخاب	0.557074
پنجره انتخاب Tab	0.557074
جدول اطلاعات	0.557059
شماره تاییدیه	0.556997
پیامک فعال	0.556968
اداره مور	0.556964
اداره مور پایا	0.556964
عامل اداره مور	0.556964
مور پایا	0.556964
مور پایا نمایش	0.556964
واحد عامل اداره	0.556964
سال اضافه	0.556960
نشده لطفا	0.556883
اداری مالی	0.556879
معاون اداری	0.556879
معاون اداری مالی	0.556879
سقف اطلاعات	0.556867
حساب رعایت صورت	0.556837
حساب شرط	0.556837
خرد	0.556837
صورتیکه پروفرما	0.556825
فیلد کد اقتصادی	0.556815
فرمت jpg	0.556791
حساب مقدور دریافت	0.556739
اخذ گزارش ساعت	0.556733
مبلغ تحریر	0.556686
بانک مرکزی روز	0.556638
مرکزی روز	0.556638
سرویس مشتری تاریخ	0.556613
فایل شماره	0.556598
مغایرت نمایش	0.556572
مغایرت نمایش جهت	0.556572
دریافت اعتبار	0.556548
قرارداد بدهی تسویه	0.556542
بررسی صورت غیرفعال	0.556535
صورت غیرفعال	0.556535
مبلغ ودیعه	0.556532
قدیم پیغام	0.556499
قدیم پیغام خطای	0.556499
تاریخ موثر آینده	0.556483
